100000 1000
2
1 -395524 247305
2
1 -395537 247261
2
1 -395553 247254
2
1 -395557 247215
2
1 -395585 247173
2
1 -395596 247129
2
1 -395616 247101
2
1 -395659 247065
2
1 -395689 247040
2
1 -395694 247034
2
1 -395696 247018
2
1 -395706 246981
2
1 -395735 246971
2
1 -395743 246952
2
1 -395773 246924
2
1 -395816 246880
2
1 -395859 246862
2
1 -395864 246848
2
1 -395890 246832
2
1 -395905 246816
2
1 -395919 246783
2
1 -395941 246742
2
1 -395964 246721
2
1 -395996 246713
2
1 -395997 246669
2
1 -396012 246666
2
1 -396027 246634
2
1 -396029 246634
2
1 -396033 246617
2
1 -396059 246582
2
1 -396059 246557
2
1 -396093 246514
2
1 -396136 246512
2
1 -396156 246481
2
1 -396174 246439
2
1 -396177 246400
2
1 -396208 246375
2
1 -396243 246366
2
1 -396251 246337
2
1 -396276 246321
2
1 -396311 246281
2
1 -396330 246275
2
1 -396357 246247
2
1 -396370 246215
2
1 -396370 246176
2
1 -396399 246168
2
1 -396425 246143
2
1 -396431 246111
2
1 -396458 246078
2
1 -396476 246077
2
1 -396507 246049
2
1 -396547 246025
2
1 -396563 245987
2
1 -396603 245963
2
1 -396632 245943
2
1 -396673 245923
2
1 -396688 245901
2
1 -396721 245896
2
1 -396734 245888
2
1 -396778 245868
2
1 -396787 245833
2
1 -396815 245797
2
1 -396830 245755
2
1 -396860 245712
2
1 -396897 245702
2
1 -396903 245679
2
1 -396942 245678
2
1 -396951 245661
2
1 -396952 245656
2
1 -396955 245625
2
1 -396987 245619
2
1 -397000 245609
2
1 -397036 245601
2
1 -397058 245597
2
1 -397074 245576
2
1 -397105 245544
2
1 -397116 245529
2
1 -397139 245496
2
1 -397158 245481
2
1 -397189 245470
2
1 -397215 245433
2
1 -397257 245406
2
1 -397258 245393
2
1 -397302 245391
2
1 -397320 245382
2
1 -397360 245369
2
1 -397376 245354
2
1 -397399 245347
2
1 -397429 245347
2
1 -397447 245346
2
1 -397475 245342
2
1 -397509 245341
2
1 -397535 245322
2
1 -397569 245315
2
1 -397611 245294
2
1 -397630 245271
2
1 -397650 245248
2
1 -397655 245227
2
1 -397691 245216
2
1 -397722 245199
2
1 -397742 245166
2
1 -397772 245123
2
1 -397776 245115
2
1 -397788 245074
2
1 -397796 245044
2
1 -397839 245001
2
1 -397881 244962
2
1 -397925 244939
2
1 -397945 244906
2
1 -397983 244889
2
1 -397999 244877
2
1 -398001 244840
2
1 -398043 244833
2
1 -398063 244793
2
1 -398088 244780
2
1 -398100 244772
2
1 -398102 244768
2
1 -398108 244755
2
1 -398127 244736
2
1 -398136 244702
2
1 -398140 244688
2
1 -398172 244680
2
1 -398187 244649
2
1 -398226 244606
2
1 -398246 244574
2
1 -398261 244538
2
1 -398267 244520
2
1 -398302 244517
2
1 -398334 244499
2
1 -398377 244479
2
1 -398408 244461
2
1 -398436 244421
2
1 -398458 244387
2
1 -398473 244383
2
1 -398481 244351
2
1 -398519 244331
2
1 -398520 244305
2
1 -398548 244281
2
1 -398567 244252
2
1 -398589 244251
2
1 -398605 244207
2
1 -398605 244185
2
1 -398629 244150
2
1 -398661 244138
2
1 -398676 244100
2
1 -398708 244098
2
1 -398719 244083
2
1 -398723 244043
2
1 -398734 244023
2
1 -398778 243996
2
1 -398792 243996
2
1 -398794 243974
2
1 -398827 243937
2
1 -398828 243930
2
1 -398850 243900
2
1 -398859 243900
2
1 -398889 243891
2
1 -398919 243882
2
1 -398925 243865
2
1 -398953 243843
2
1 -398970 243821
2
1 -399001 243793
2
1 -399038 243758
2
1 -399069 243747
2
1 -399086 243710
2
1 -399124 243672
2
1 -399161 243632
2
1 -399177 243607
2
1 -399216 243583
2
1 -399256 243560
2
1 -399266 243556
2
1 -399297 243554
2
1 -399317 243538
2
1 -399328 243512
2
1 -399368 243510
2
1 -399371 243497
2
1 -399395 243456
2
1 -399398 243432
2
1 -399437 243398
2
1 -399472 243387
2
1 -399499 243359
2
1 -399511 243333
2
1 -399541 243305
2
1 -399548 243274
2
1 -399555 243265
2
1 -399572 243248
2
1 -399585 243245
2
1 -399611 243205
2
1 -399630 243167
2
1 -399651 243146
2
1 -399691 243114
2
1 -399725 243088
2
1 -399753 243088
2
1 -399758 243059
2
1 -399792 243019
2
1 -399833 242996
2
1 -399863 242981
2
1 -399868 242959
2
1 -399911 242940
2
1 -399920 242928
2
1 -399948 242902
2
1 -399985 242899
2
1 -400014 242881
2
1 -400057 242871
2
1 -400068 242845
2
1 -400106 242832
2
1 -400126 242797
2
1 -400128 242786
2
1 -400163 242779
2
1 -400203 242755
2
1 -400213 242712
2
1 -400223 242672
2
1 -400236 242657
2
1 -400254 242646
2
1 -400295 242612
2
1 -400319 242581
2
1 -400334 242565
2
1 -400375 242559
2
1 -400409 242558
2
1 -400432 242550
2
1 -400459 242534
2
1 -400487 242524
2
1 -400493 242494
2
1 -400514 242491
2
1 -400514 242475
2
1 -400542 242465
2
1 -400557 242465
2
1 -400569 242437
2
1 -400584 242400
2
1 -400586 242382
2
1 -400612 242349
2
1 -400616 242346
2
1 -400627 242346
2
1 -400643 242339
2
1 -400651 242338
2
1 -400673 242303
2
1 -400691 242297
2
1 -400691 242266
2
1 -400734 242238
2
1 -400769 242233
2
1 -400769 242208
2
1 -400784 242193
2
1 -400809 242158
2
1 -400814 242156
2
1 -400848 242142
2
1 -400875 242119
2
1 -400877 242088
2
1 -400910 242075
2
1 -400948 242070
2
1 -400976 242062
2
1 -400982 242057
2
1 -401025 242026
2
1 -401043 242020
2
1 -401068 241996
2
1 -401102 241974
2
1 -401131 241933
2
1 -401140 241926
2
1 -401158 241885
2
1 -401200 241861
2
1 -401243 241823
2
1 -401243 241798
2
1 -401259 241795
2
1 -401277 241790
2
1 -401300 241772
2
1 -401317 241766
2
1 -401343 241743
2
1 -401362 241712
2
1 -401379 241675
2
1 -401423 241671
2
1 -401439 241630
2
1 -401465 241629
2
1 -401502 241587
2
1 -401510 241576
2
1 -401548 241564
2
1 -401590 241521
2
1 -401595 241479
2
1 -401625 241450
2
1 -401632 241440
2
1 -401666 241409
2
1 -401694 241403
2
1 -401738 241387
2
1 -401774 241369
2
1 -401783 241354
2
1 -401794 241338
2
1 -401813 241304
2
1 -401825 241297
2
1 -401860 241286
2
1 -401864 241281
2
1 -401893 241277
2
1 -401917 241244
2
1 -401919 241207
2
1 -401950 241175
2
1 -401971 241175
2
1 -402013 241158
2
1 -402051 241126
2
1 -402074 241088
2
1 -402084 241067
2
1 -402102 241040
2
1 -402139 241004
2
1 -402182 240986
2
1 -402208 240969
2
1 -402241 240946
2
1 -402269 240902
2
1 -402298 240889
2
1 -402302 240874
2
1 -402303 240868
2
1 -402310 240829
2
1 -402311 240794
2
1 -402351 240751
2
1 -402358 240711
2
1 -402396 240674
2
1 -402429 240671
2
1 -402443 240657
2
1 -402473 240644
2
1 -402478 240609
2
1 -402509 240578
2
1 -402516 240559
2
1 -402533 240523
2
1 -402559 240515
2
1 -402570 240485
2
1 -402593 240466
2
1 -402636 240428
2
1 -402657 240384
2
1 -402685 240361
2
1 -402690 240325
2
1 -402708 240320
2
1 -402736 240306
2
1 -402744 240302
2
1 -402772 240301
2
1 -402789 240268
2
1 -402825 240264
2
1 -402852 240258
2
1 -402882 240214
2
1 -402886 240203
2
1 -402893 240181
2
1 -402896 240144
2
1 -402937 240142
2
1 -402967 240125
2
1 -402975 240111
2
1 -402977 240091
2
1 -402989 240070
2
1 -403014 240030
2
1 -403049 239989
2
1 -403056 239971
2
1 -403098 239947
2
1 -403111 239907
2
1 -403146 239905
2
1 -403154 239877
2
1 -403155 239865
2
1 -403156 239850
2
1 -403190 239845
2
1 -403198 239807
2
1 -403212 239807
2
1 -403229 239785
2
1 -403243 239765
2
1 -403286 239739
2
1 -403327 239709
2
1 -403356 239671
2
1 -403382 239635
2
1 -403400 239605
2
1 -403422 239574
2
1 -403455 239554
2
1 -403496 239513
2
1 -403499 239509
2
1 -403515 239505
2
1 -403535 239493
2
1 -403551 239458
2
1 -403556 239428
2
1 -403591 239405
2
1 -403599 239393
2
1 -403604 239380
2
1 -403604 239379
2
1 -403609 239350
2
1 -403610 239318
2
1 -403637 239299
2
1 -403661 239287
2
1 -403673 239275
2
1 -403705 239267
2
1 -403721 239232
2
1 -403741 239193
2
1 -403742 239153
2
1 -403748 239135
2
1 -403785 239123
2
1 -403788 239089
2
1 -403830 239071
2
1 -403831 239069
2
1 -403869 239067
2
1 -403879 239023
2
1 -403917 239012
2
1 -403955 238984
2
1 -403992 238967
2
1 -404032 238963
2
1 -404069 238936
2
1 -404089 238921
2
1 -404113 238881
2
1 -404122 238856
2
1 -404164 238841
2
1 -404207 238800
2
1 -404241 238791
2
1 -404271 238760
2
1 -404298 238721
2
1 -404338 238693
2
1 -404341 238688
2
1 -404368 238647
2
1 -404391 238627
2
1 -404415 238612
2
1 -404459 238586
2
1 -404486 238550
2
1 -404494 238541
2
1 -404500 238502
2
1 -404511 238487
2
1 -404531 238472
2
1 -404562 238447
2
1 -404573 238420
2
1 -404614 238417
2
1 -404628 238393
2
1 -404632 238384
2
1 -404639 238377
2
1 -404661 238336
2
1 -404672 238336
2
1 -404688 238301
2
1 -404711 238286
2
1 -404728 238274
2
1 -404742 238242
2
1 -404770 238222
2
1 -404797 238183
2
1 -404840 238174
2
1 -404849 238138
2
1 -404890 238111
2
1 -404908 238073
2
1 -404945 238034
2
1 -404969 237992
2
1 -404973 237954
2
1 -404977 237921
2
1 -405011 237906
2
1 -405051 237894
2
1 -405064 237869
2
1 -405098 237832
2
1 -405135 237829
2
1 -405166 237809
2
1 -405197 237789
2
1 -405218 237760
2
1 -405247 237723
2
1 -405267 237697
2
1 -405293 237659
2
1 -405312 237640
2
1 -405345 237635
2
1 -405361 237591
2
1 -405404 237564
2
1 -405443 237532
2
1 -405486 237498
2
1 -405530 237480
2
1 -405545 237447
2
1 -405555 237433
2
1 -405599 237430
2
1 -405641 237400
2
1 -405665 237382
2
1 -405679 237374
2
1 -405697 237333
2
1 -405738 237289
2
1 -405779 237267
2
1 -405797 237231
2
1 -405824 237190
2
1 -405866 237165
2
1 -405890 237129
2
1 -405909 237100
2
1 -405942 237082
2
1 -405944 237079
2
1 -405958 237060
2
1 -405982 237047
2
1 -406004 237026
2
1 -406009 237025
2
1 -406011 236999
2
1 -406028 236979
2
1 -406050 236966
2
1 -406069 236948
2
1 -406105 236910
2
1 -406122 236885
2
1 -406156 236871
2
1 -406162 236851
2
1 -406168 236826
2
1 -406172 236787
2
1 -406178 236774
2
1 -406182 236747
2
1 -406214 236719
2
1 -406216 236702
2
1 -406228 236695
2
1 -406253 236681
2
1 -406286 236639
2
1 -406320 236629
2
1 -406331 236621
2
1 -406366 236612
2
1 -406374 236598
2
1 -406415 236593
2
1 -406444 236591
2
1 -406469 236549
2
1 -406504 236512
2
1 -406547 236509
2
1 -406552 236500
2
1 -406582 236500
2
1 -406626 236468
2
1 -406650 236457
2
1 -406651 236453
2
1 -406676 236419
2
1 -406678 236398
2
1 -406684 236378
2
1 -406721 236375
2
1 -406757 236375
2
1 -406775 236343
2
1 -406787 236341
2
1 -406829 236303
2
1 -406835 236271
2
1 -406872 236267
2
1 -406914 236263
2
1 -406927 236236
2
1 -406931 236224
2
1 -406952 236196
2
1 -406976 236174
2
1 -407016 236163
2
1 -407027 236121
2
1 -407060 236097
2
1 -407084 236072
2
1 -407111 236057
2
1 -407143 236057
2
1 -407152 236057
2
1 -407161 236051
2
1 -407161 236036
2
1 -407161 235999
2
1 -407187 235957
2
1 -407228 235918
2
1 -407259 235910
2
1 -407273 235903
2
1 -407316 235903
2
1 -407352 235865
2
1 -407363 235856
2
1 -407405 235850
2
1 -407438 235829
2
1 -407476 235806
2
1 -407519 235773
2
1 -407549 235765
2
1 -407582 235725
2
1 -407603 235685
2
1 -407620 235663
2
1 -407659 235619
2
1 -407685 235577
2
1 -407685 235564
2
1 -407697 235543
2
1 -407724 235532
2
1 -407745 235506
2
1 -407749 235466
2
1 -407784 235457
2
1 -407792 235426
2
1 -407822 235424
2
1 -407831 235388
2
1 -407866 235349
2
1 -407872 235319
2
1 -407913 235292
2
1 -407945 235271
2
1 -407956 235245
2
1 -407976 235207
2
1 -408006 235180
2
1 -408019 235137
2
1 -408023 235135
2
1 -408032 235103
2
1 -408060 235083
2
1 -408087 235057
2
1 -408116 235021
2
1 -408128 234999
2
1 -408166 234971
2
1 -408186 234936
2
1 -408208 234910
2
1 -408235 234884
2
1 -408243 234863
2
1 -408245 234843
2
1 -408247 234814
2
1 -408267 234775
2
1 -408278 234735
2
1 -408315 234713
2
1 -408357 234705
2
1 -408367 234672
2
1 -408396 234635
2
1 -408417 234615
2
1 -408445 234582
2
1 -408449 234554
2
1 -408465 234530
2
1 -408490 234530
2
1 -408495 234516
2
1 -408521 234495
2
1 -408556 234460
2
1 -408559 234416
2
1 -408578 234393
2
1 -408617 234362
2
1 -408635 234331
2
1 -408650 234309
2
1 -408690 234284
2
1 -408707 234253
2
1 -408732 234215
2
1 -408745 234200
2
1 -408778 234182
2
1 -408784 234171
2
1 -408788 234133
2
1 -408800 234123
2
1 -408808 234123
2
1 -408846 234118
2
1 -408882 234077
2
1 -408887 234067
2
1 -408906 234061
2
1 -408909 234017
2
1 -408953 233991
2
1 -408981 233990
2
1 -408987 233989
2
1 -409019 233951
2
1 -409020 233943
2
1 -409029 233908
2
1 -409055 233886
2
1 -409056 233856
2
1 -409071 233836
2
1 -409073 233806
2
1 -409101 233766
2
1 -409137 233740
2
1 -409173 233737
2
1 -409216 233720
2
1 -409225 233711
2
1 -409248 233703
2
1 -409283 233689
2
1 -409293 233686
2
1 -409315 233682
2
1 -409357 233659
2
1 -409369 233646
2
1 -409389 233646
2
1 -409424 233624
2
1 -409462 233612
2
1 -409466 233572
2
1 -409509 233533
2
1 -409552 233499
2
1 -409572 233458
2
1 -409616 233432
2
1 -409637 233424
2
1 -409672 233418
2
1 -409695 233393
2
1 -409715 233353
2
1 -409743 233311
2
1 -409750 233279
2
1 -409778 233253
2
1 -409785 233250
2
1 -409812 233246
2
1 -409844 233226
2
1 -409861 233182
2
1 -409883 233160
2
1 -409921 233140
2
1 -409939 233119
2
1 -409963 233102
2
1 -409965 233102
2
1 -409997 233065
2
1 -410003 233055
2
1 -410027 233021
2
1 -410040 233007
2
1 -410078 232980
2
1 -410080 232959
2
1 -410088 232943
2
1 -410120 232908
2
1 -410141 232882
2
1 -410158 232882
2
1 -410183 232880
2
1 -410205 232861
2
1 -410234 232821
2
1 -410236 232813
2
1 -410248 232809
2
1 -410263 232765
2
1 -410266 232743
2
1 -410282 232716
2
1 -410293 232680
2
1 -410334 232669
2
1 -410352 232664
2
1 -410385 232637
2
1 -410407 232610
2
1 -410431 232605
2
1 -410439 232601
2
1 -410444 232567
2
1 -410450 232540
2
1 -410465 232498
2
1 -410487 232474
2
1 -410493 232433
2
1 -410521 232412
2
1 -410523 232381
2
1 -410528 232356
2
1 -410548 232333
2
1 -410565 232317
2
1 -410600 232275
2
1 -410629 232245
2
1 -410660 232239
2
1 -410672 232228
2
1 -410683 232201
2
1 -410705 232185
2
1 -410728 232150
2
1 -410733 232112
2
1 -410765 232078
2
1 -410782 232078
2
1 -410812 232071
2
1 -410834 232032
2
1 -410834 231998
2
1 -410853 231978
2
1 -410866 231942
2
1 -410910 231932
2
1 -410951 231904
2
1 -410991 231877
2
1 -411025 231863
2
1 -411025 231856
2
1 -411066 231834
2
1 -411096 231814
2
1 -411115 231779
2
1 -411135 231772
2
1 -411166 231772
2
1 -411173 231756
2
1 -411187 231720
2
1 -411204 231705
2
1 -411237 231669
2
1 -411279 231668
2
1 -411314 231627
2
1 -411325 231596
2
1 -411349 231583
2
1 -411362 231563
2
1 -411389 231549
2
1 -411423 231526
2
1 -411466 231507
2
1 -411471 231489
2
1 -411487 231456
2
1 -411512 231447
2
1 -411545 231408
2
1 -411577 231406
2
1 -411615 231402
2
1 -411639 231376
2
1 -411680 231354
2
1 -411714 231316
2
1 -411732 231316
2
1 -411756 231311
2
1 -411776 231267
2
1 -411808 231265
2
1 -411821 231243
2
1 -411853 231224
2
1 -411856 231186
2
1 -411893 231159
2
1 -411919 231135
2
1 -411955 231114
2
1 -411980 231090
2
1 -412010 231072
2
1 -412045 231062
2
1 -412051 231031
2
1 -412083 230991
2
1 -412114 230979
2
1 -412116 230969
2
1 -412140 230947
2
1 -412150 230935
2
1 -412174 230905
2
1 -412215 230886
2
1 -412219 230880
2
1 -412238 230877
2
1 -412278 230877
2
1 -412305 230838
2
1 -412333 230830
2
1 -412358 230817
2
1 -412391 230802
2
1 -412414 230762
2
1 -412423 230745
2
1 -412465 230705
2
1 -412502 230705
2
1 -412508 230689
2
1 -412537 230666
2
1 -412572 230650
2
1 -412587 230612
2
1 -412622 230585
2
1 -412622 230576
2
1 -412652 230574
2
1 -412668 230561
2
1 -412709 230517
2
1 -412730 230496
2
1 -412749 230480
2
1 -412786 230437
2
1 -412797 230436
2
1 -412819 230427
2
1 -412860 230413
2
1 -412876 230404
2
1 -412907 230397
2
1 -412946 230369
2
1 -412969 230359
2
1 -412991 230339
2
1 -413035 230310
2
1 -413071 230281
2
1 -413102 230274
2
1 -413144 230246
2
1 -413157 230221
2
1 -413161 230181
2
1 -413203 230140
2
1 -413241 230125
2
1 -413245 230103
2
1 -413276 230095
2
1 -413313 230093
2
1 -413330 230063
2
1 -413347 230044
2
1 -413360 230004
2
1 -413396 229962
2
1 -413419 229927
2
1 -413445 229913
2
1 -413464 229893
2
1 -413493 229869
2
1 -413496 229865
2
1 -413500 229851
2
1 -413544 229843
2
1 -413562 229806
2
1 -413586 229784
2
1 -413601 229767
2
1 -413631 229753
2
1 -413658 229743
2
1 -413702 229699
2
1 -413731 229687
2
1 -413732 229660
2
1 -413749 229636
2
1 -413766 229593
2
1 -413805 229557
2
1 -413823 229534
2
1 -413838 229506
2
1 -413865 229479
2
1 -413908 229445
2
1 -413950 229429
2
1 -413983 229401
2
1 -413983 229391
2
1 -413984 229360
2
1 -414008 229332
2
1 -414011 229309
2
1 -414038 229270
2
1 -414081 229242
2
1 -414102 229227
2
1 -414110 229189
2
1 -414130 229180
2
1 -414166 229179
2
1 -414205 229165
2
1 -414234 229137
2
1 -414237 229110
2
1 -414254 229110
2
1 -414259 229104
2
1 -414288 229098
2
1 -414304 229068
2
1 -414348 229027
2
1 -414368 229025
2
1 -414394 229023
2
1 -414397 228992
2
1 -414434 228968
2
1 -414435 228961
2
1 -414459 228932
2
1 -414482 228917
2
1 -414512 228900
2
1 -414541 228886
2
1 -414542 228847
2
1 -414546 228822
2
1 -414586 228806
2
1 -414617 228782
2
1 -414639 228772
2
1 -414655 228751
2
1 -414661 228708
2
1 -414691 228669
2
1 -414691 228636
2
1 -414717 228592
2
1 -414736 228558
2
1 -414743 228515
2
1 -414761 228485
2
1 -414782 228482
2
1 -414792 228470
2
1 -414817 228452
2
1 -414824 228416
2
1 -414867 228414
2
1 -414874 228377
2
1 -414907 228347
2
1 -414909 228336
2
1 -414922 228321
2
1 -414931 228315
2
1 -414940 228299
2
1 -414941 228264
2
1 -414956 228236
2
1 -414981 228207
2
1 -415007 228202
2
1 -415029 228193
2
1 -415038 228154
2
1 -415067 228113
2
1 -415079 228077
2
1 -415111 228067
2
1 -415111 228028
2
1 -415113 227988
2
1 -415144 227977
2
1 -415157 227970
2
1 -415183 227941
2
1 -415196 227905
2
1 -415196 227884
2
1 -415229 227862
2
1 -415233 227842
2
1 -415247 227804
2
1 -415273 227761
2
1 -415275 227719
2
1 -415312 227688
2
1 -415312 227677
2
1 -415341 227645
2
1 -415362 227609
2
1 -415395 227578
2
1 -415433 227558
2
1 -415437 227552
2
1 -415464 227521
2
1 -415499 227481
2
1 -415528 227439
2
1 -415544 227422
2
1 -415564 227394
2
1 -415602 227353
2
1 -415623 227327
2
1 -415662 227304
2
1 -415692 227273
2
1 -415709 227243
2
1 -415751 227235
2
1 -415775 227210
2
1 -415782 227198
2
1 -415800 227198
2
1 -415832 227175
2
1 -415846 227161
2
1 -415862 227150
2
1 -415878 227150
2
1 -415887 227110
2
1 -415904 227074
2
1 -415927 227057
2
1 -415959 227051
2
1 -415964 227018
2
1 -415993 226983
2
1 -416019 226975
2
1 -416046 226945
2
1 -416070 226939
2
1 -416087 226908
2
1 -416106 226872
2
1 -416144 226859
2
1 -416165 226845
2
1 -416200 226801
2
1 -416226 226795
2
1 -416270 226753
2
1 -416278 226730
2
1 -416318 226692
2
1 -416321 226658
2
1 -416365 226650
2
1 -416394 226614
2
1 -416400 226604
2
1 -416406 226571
2
1 -416446 226541
2
1 -416486 226529
2
1 -416509 226508
2
1 -416519 226491
2
1 -416553 226453
2
1 -416584 226429
2
1 -416621 226410
2
1 -416659 226367
2
1 -416682 226359
2
1 -416704 226334
2
1 -416706 226309
2
1 -416727 226301
2
1 -416767 226296
2
1 -416773 226295
2
1 -416788 226282
2
1 -416830 226265
2
1 -416873 226228
2
1 -416903 226206
2
1 -416923 226204
2
1 -416924 226195
2
1 -416965 226156
2
1 -417006 226116
2
1 -417027 226082
2
1 -417066 226076
2
1 -417108 226053
2
1 -417140 226047
2
1 -417150 226039
2
1 -417172 226034
2
1 -417186 226006
2
1 -417200 225970
2
1 -417203 225959
2
1 -417212 225957
2
1 -417222 225956
2
1 -417253 225926
2
1 -417256 225887
2
1 -417257 225881
2
1 -417290 225839
2
1 -417299 225823
2
1 -417337 225813
2
1 -417360 225770
2
1 -417393 225760
2
1 -417404 225755
2
1 -417429 225722
2
1 -417446 225721
2
1 -417470 225690
2
1 -417508 225663
2
1 -417512 225654
2
1 -417548 225640
2
1 -417565 225611
2
1 -417609 225591
2
1 -417632 225583
2
1 -417666 225571
2
1 -417671 225528
2
1 -417699 225522
2
1 -417707 225509
2
1 -417711 225506
2
1 -417734 225484
2
1 -417749 225473
2
1 -417760 225441
2
1 -417772 225399
2
1 -417798 225387
2
1 -417822 225357
2
1 -417843 225334
2
1 -417843 225296
2
1 -417850 225290
2
1 -417871 225259
2
1 -417885 225242
2
1 -417890 225215
2
1 -417912 225175
2
1 -417952 225138
2
1 -417961 225094
2
1 -418001 225055
2
1 -418022 225038
2
1 -418027 224999
2
1 -418031 224981
2
1 -418074 224951
2
1 -418111 224921
2
1 -418127 224907
2
1 -418135 224884
2
1 -418149 224869
2
1 -418185 224827
2
1 -418193 224821
2
1 -418207 224801
2
1 -418247 224765
2
1 -418263 224730
2
1 -418298 224698
2
1 -418339 224668
2
1 -418372 224644
2
1 -418374 224605
2
1 -418393 224591
2
1 -418412 224574
2
1 -418418 224563
2
1 -418420 224534
2
1 -418452 224517
2
1 -418459 224515
2
1 -418499 224471
2
1 -418505 224468
2
1 -418517 224440
2
1 -418548 224433
2
1 -418574 224424
2
1 -418578 224407
2
1 -418619 224407
2
1 -418628 224378
2
1 -418659 224359
2
1 -418689 224347
2
1 -418722 224343
2
1 -418752 224304
2
1 -418775 224265
2
1 -418799 224255
2
1 -418818 224217
2
1 -418837 224203
2
1 -418881 224177
2
1 -418905 224166
2
1 -418914 224156
2
1 -418939 224114
2
1 -418958 224085
2
1 -418972 224063
2
1 -419008 224039
2
1 -419022 224009
2
1 -419027 223965
2
1 -419069 223927
2
1 -419080 223893
2
1 -419119 223859
2
1 -419155 223834
2
1 -419161 223824
2
1 -419187 223798
2
1 -419211 223773
2
1 -419218 223763
2
1 -419255 223740
2
1 -419276 223716
2
1 -419296 223714
2
1 -419305 223672
2
1 -419330 223665
2
1 -419358 223664
2
1 -419395 223631
2
1 -419402 223589
2
1 -419428 223571
2
1 -419459 223544
2
1 -419473 223522
2
1 -419481 223501
2
1 -419513 223467
2
1 -419522 223449
2
1 -419543 223433
2
1 -419572 223420
2
1 -419573 223408
2
1 -419611 223380
2
1 -419625 223371
2
1 -419650 223332
2
1 -419673 223324
2
1 -419675 223301
2
1 -419678 223291
2
1 -419698 223255
2
1 -419733 223242
2
1 -419752 223230
2
1 -419788 223196
2
1 -419821 223166
2
1 -419851 223162
2
1 -419855 223156
2
1 -419875 223116
2
1 -419902 223088
2
1 -419909 223068
2
1 -419920 223047
2
1 -419956 223003
2
1 -419979 222989
2
1 -419993 222964
2
1 -420037 222946
2
1 -420072 222927
2
1 -420081 222894
2
1 -420114 222859
2
1 -420114 222828
2
1 -420138 222788
2
1 -420154 222772
2
1 -420198 222745
2
1 -420221 222719
2
1 -420243 222714
2
1 -420252 222685
2
1 -420284 222658
2
1 -420297 222635
2
1 -420330 222599
2
1 -420374 222589
2
1 -420397 222545
2
1 -420432 222524
2
1 -420457 222518
2
1 -420466 222498
2
1 -420508 222489
2
1 -420514 222461
2
1 -420525 222431
2
1 -420525 222421
2
1 -420537 222398
2
1 -420573 222363
2
1 -420608 222356
2
1 -420634 222334
2
1 -420675 222295
2
1 -420675 222258
2
1 -420705 222214
2
1 -420707 222205
2
1 -420712 222168
2
1 -420749 222137
2
1 -420792 222136
2
1 -420798 222134
2
1 -420815 222114
2
1 -420846 222086
2
1 -420851 222055
2
1 -420889 222038
2
1 -420905 222002
2
1 -420919 221996
2
1 -420924 221955
2
1 -420952 221954
2
1 -420987 221919
2
1 -420987 221891
2
1 -421021 221889
2
1 -421065 221849
2
1 -421066 221813
2
1 -421099 221806
2
1 -421143 221805
2
1 -421159 221789
2
1 -421180 221787
2
1 -421224 221761
2
1 -421264 221717
2
1 -421270 221706
2
1 -421312 221686
2
1 -421336 221684
2
1 -421359 221677
2
1 -421369 221663
2
1 -421411 221652
2
1 -421415 221613
2
1 -421435 221610
2
1 -421476 221581
2
1 -421477 221545
2
1 -421513 221545
2
1 -421550 221538
2
1 -421566 221524
2
1 -421583 221502
2
1 -421585 221490
2
1 -421613 221475
2
1 -421644 221450
2
1 -421687 221440
2
1 -421721 221419
2
1 -421746 221375
2
1 -421788 221346
2
1 -421805 221345
2
1 -421835 221307
2
1 -421846 221274
2
1 -421868 221262
2
1 -421892 221242
2
1 -421904 221225
2
1 -421938 221190
2
1 -421976 221184
2
1 -421995 221182
2
1 -422021 221180
2
1 -422039 221168
2
1 -422073 221152
2
1 -422102 221129
2
1 -422146 221120
2
1 -422169 221078
2
1 -422208 221038
2
1 -422213 221007
2
1 -422253 220990
2
1 -422273 220966
2
1 -422309 220922
2
1 -422353 220911
2
1 -422376 220877
2
1 -422384 220861
2
1 -422386 220833
2
1 -422412 220805
2
1 -422449 220761
2
1 -422451 220727
2
1 -422473 220695
2
1 -422485 220667
2
1 -422488 220625
2
1 -422513 220621
2
1 -422513 220583
2
1 -422549 220543
2
1 -422566 220532
2
1 -422593 220517
2
1 -422603 220491
2
1 -422629 220457
2
1 -422651 220415
2
1 -422663 220383
2
1 -422695 220345
2
1 -422717 220321
2
1 -422761 220296
2
1 -422781 220275
2
1 -422800 220242
2
1 -422805 220220
2
1 -422842 220183
2
1 -422876 220146
2
1 -422913 220121
2
1 -422953 220112
2
1 -422989 220090
2
1 -423021 220082
2
1 -423031 220069
2
1 -423035 220036
2
1 -423052 220019
2
1 -423072 220015
2
1 -423089 219973
2
1 -423125 219956
2
1 -423154 219945
2
1 -423154 219935
2
1 -423198 219923
2
1 -423231 219886
2
1 -423243 219857
2
1 -423279 219853
2
1 -423288 219815
2
1 -423309 219808
2
1 -423324 219800
2
1 -423339 219774
2
1 -423367 219747
2
1 -423388 219746
2
1 -423394 219743
2
1 -423399 219720
2
1 -423406 219717
2
1 -423408 219673
2
1 -423423 219663
2
1 -423432 219649
2
1 -423454 219645
2
1 -423467 219604
2
1 -423500 219592
2
1 -423508 219550
2
1 -423513 219514
2
1 -423517 219486
2
1 -423523 219459
2
1 -423539 219418
2
1 -423548 219381
2
1 -423590 219366
2
1 -423592 219356
2
1 -423592 219340
2
